300W Challenge 2013 Results
Participant: M. Hasan, C. Pal, S. Moalem, "Localizing facial keypoints with global descriptor search, neighbour alignment and locally linear models", Proceedings of IEEE International Conference on Computer Vision, Workshop on 300 Faces in-the-Wild Challenge (300-W), 2013, pp. 362–369.
-----------------------------------------------------------
Bin 68_all 68_indoor 68_outdoor 51_all 51_indoor 51_outdoor
0.1945 0.9217 0.9433 0.9000 0.9367 0.9567 0.9167
0.1950 0.9217 0.9433 0.9000 0.9367 0.9567 0.9167
0.1955 0.9217 0.9433 0.9000 0.9367 0.9567 0.9167
0.1960 0.9233 0.9433 0.9033 0.9367 0.9567 0.9167
0.1965 0.9233 0.9433 0.9033 0.9367 0.9567 0.9167
0.1970 0.9233 0.9433 0.9033 0.9367 0.9567 0.9167
0.1975 0.9233 0.9433 0.9033 0.9367 0.9567 0.9167
0.1980 0.9233 0.9433 0.9033 0.9383 0.9567 0.9200
0.1985 0.9233 0.9433 0.9033 0.9383 0.9567 0.9200
0.1990 0.9233 0.9433 0.9033 0.9383 0.9567 0.9200
0.1995 0.9233 0.9433 0.9033 0.9383 0.9567 0.9200
0.2000 0.9233 0.9433 0.9033 0.9383 0.9567 0.9200
0.2005 0.9233 0.9433 0.9033 0.9383 0.9567 0.9200
0.2010 0.9233 0.9433 0.9033 0.9383 0.9567 0.9200
0.2015 0.9233 0.9433 0.9033 0.9383 0.9567 0.9200
0.2020 0.9250 0.9467 0.9033 0.9383 0.9567 0.9200
0.2025 0.9250 0.9467 0.9033 0.9383 0.9567 0.9200
0.2030 0.9250 0.9467 0.9033 0.9383 0.9567 0.9200
0.2035 0.9250 0.9467 0.9033 0.9383 0.9567 0.9200
0.2040 0.9250 0.9467 0.9033 0.9383 0.9567 0.9200
0.2045 0.9250 0.9467 0.9033 0.9383 0.9567 0.9200
0.2050 0.9250 0.9467 0.9033 0.9383 0.9567 0.9200
0.2055 0.9250 0.9467 0.9033 0.9400 0.9567 0.9233
0.2060 0.9250 0.9467 0.9033 0.9400 0.9567 0.9233
0.2065 0.9267 0.9467 0.9067 0.9400 0.9567 0.9233
0.2070 0.9300 0.9500 0.9100 0.9400 0.9567 0.9233
0.2075 0.9300 0.9500 0.9100 0.9400 0.9567 0.9233
0.2080 0.9300 0.9500 0.9100 0.9417 0.9567 0.9267
0.2085 0.9300 0.9500 0.9100 0.9417 0.9567 0.9267
0.2090 0.9300 0.9500 0.9100 0.9417 0.9567 0.9267
0.2095 0.9333 0.9567 0.9100 0.9417 0.9567 0.9267
0.2100 0.9333 0.9567 0.9100 0.9417 0.9567 0.9267
0.2105 0.9333 0.9567 0.9100 0.9417 0.9567 0.9267
0.2110 0.9350 0.9567 0.9133 0.9417 0.9567 0.9267
0.2115 0.9350 0.9567 0.9133 0.9417 0.9567 0.9267
0.2120 0.9350 0.9567 0.9133 0.9417 0.9567 0.9267
0.2125 0.9350 0.9567 0.9133 0.9417 0.9567 0.9267
0.2130 0.9350 0.9567 0.9133 0.9417 0.9567 0.9267
0.2135 0.9350 0.9567 0.9133 0.9417 0.9567 0.9267
0.2140 0.9350 0.9567 0.9133 0.9417 0.9567 0.9267
0.2145 0.9350 0.9567 0.9133 0.9417 0.9567 0.9267
0.2150 0.9350 0.9567 0.9133 0.9417 0.9567 0.9267
0.2155 0.9383 0.9567 0.9200 0.9417 0.9567 0.9267
0.2160 0.9400 0.9567 0.9233 0.9417 0.9567 0.9267
0.2165 0.9400 0.9567 0.9233 0.9433 0.9567 0.9300
0.2170 0.9400 0.9567 0.9233 0.9450 0.9567 0.9333
0.2175 0.9400 0.9567 0.9233 0.9450 0.9567 0.9333
0.2180 0.9400 0.9567 0.9233 0.9450 0.9567 0.9333
0.2185 0.9400 0.9567 0.9233 0.9450 0.9567 0.9333
0.2190 0.9417 0.9567 0.9267 0.9450 0.9567 0.9333
0.2195 0.9417 0.9567 0.9267 0.9450 0.9567 0.9333
0.2200 0.9433 0.9567 0.9300 0.9450 0.9567 0.9333
0.2205 0.9433 0.9567 0.9300 0.9450 0.9567 0.9333
0.2210 0.9433 0.9567 0.9300 0.9450 0.9567 0.9333
0.2215 0.9433 0.9567 0.9300 0.9450 0.9567 0.9333
0.2220 0.9433 0.9567 0.9300 0.9450 0.9567 0.9333
0.2225 0.9450 0.9600 0.9300 0.9450 0.9567 0.9333
0.2230 0.9450 0.9600 0.9300 0.9450 0.9567 0.9333
0.2235 0.9450 0.9600 0.9300 0.9450 0.9567 0.9333
0.2240 0.9450 0.9600 0.9300 0.9450 0.9567 0.9333
0.2245 0.9450 0.9600 0.9300 0.9450 0.9567 0.9333
0.2250 0.9450 0.9600 0.9300 0.9450 0.9567 0.9333
0.2255 0.9450 0.9600 0.9300 0.9450 0.9567 0.9333
0.2260 0.9450 0.9600 0.9300 0.9450 0.9567 0.9333
0.2265 0.9450 0.9600 0.9300 0.9450 0.9567 0.9333
0.2270 0.9450 0.9600 0.9300 0.9450 0.9567 0.9333
0.2275 0.9450 0.9600 0.9300 0.9450 0.9567 0.9333
0.2280 0.9450 0.9600 0.9300 0.9467 0.9600 0.9333
0.2285 0.9450 0.9600 0.9300 0.9467 0.9600 0.9333
0.2290 0.9450 0.9600 0.9300 0.9467 0.9600 0.9333
0.2295 0.9450 0.9600 0.9300 0.9467 0.9600 0.9333
0.2300 0.9450 0.9600 0.9300 0.9467 0.9600 0.9333
0.2305 0.9450 0.9600 0.9300 0.9467 0.9600 0.9333
0.2310 0.9450 0.9600 0.9300 0.9467 0.9600 0.9333
0.2315 0.9450 0.9600 0.9300 0.9467 0.9600 0.9333
0.2320 0.9450 0.9600 0.9300 0.9467 0.9600 0.9333
0.2325 0.9450 0.9600 0.9300 0.9467 0.9600 0.9333
0.2330 0.9450 0.9600 0.9300 0.9467 0.9600 0.9333
0.2335 0.9450 0.9600 0.9300 0.9467 0.9600 0.9333
0.2340 0.9467 0.9600 0.9333 0.9467 0.9600 0.9333
0.2345 0.9467 0.9600 0.9333 0.9467 0.9600 0.9333
0.2350 0.9467 0.9600 0.9333 0.9467 0.9600 0.9333
0.2355 0.9467 0.9600 0.9333 0.9467 0.9600 0.9333
0.2360 0.9467 0.9600 0.9333 0.9467 0.9600 0.9333
0.2365 0.9483 0.9600 0.9367 0.9467 0.9600 0.9333
0.2370 0.9483 0.9600 0.9367 0.9467 0.9600 0.9333
0.2375 0.9483 0.9600 0.9367 0.9467 0.9600 0.9333
0.2380 0.9483 0.9600 0.9367 0.9467 0.9600 0.9333
0.2385 0.9483 0.9600 0.9367 0.9483 0.9633 0.9333
0.2390 0.9483 0.9600 0.9367 0.9483 0.9633 0.9333
0.2395 0.9483 0.9600 0.9367 0.9483 0.9633 0.9333
0.2400 0.9483 0.9600 0.9367 0.9483 0.9633 0.9333
0.2405 0.9483 0.9600 0.9367 0.9483 0.9633 0.9333
0.2410 0.9483 0.9600 0.9367 0.9483 0.9633 0.9333
0.2415 0.9500 0.9600 0.9400 0.9483 0.9633 0.9333
0.2420 0.9500 0.9600 0.9400 0.9483 0.9633 0.9333
0.2425 0.9500 0.9600 0.9400 0.9483 0.9633 0.9333
0.2430 0.9500 0.9600 0.9400 0.9483 0.9633 0.9333
0.2435 0.9500 0.9600 0.9400 0.9483 0.9633 0.9333
0.2440 0.9500 0.9600 0.9400 0.9483 0.9633 0.9333
0.2445 0.9500 0.9600 0.9400 0.9483 0.9633 0.9333
0.2450 0.9500 0.9600 0.9400 0.9483 0.9633 0.9333
0.2455 0.9500 0.9600 0.9400 0.9483 0.9633 0.9333
0.2460 0.9500 0.9600 0.9400 0.9483 0.9633 0.9333
0.2465 0.9500 0.9600 0.9400 0.9483 0.9633 0.9333
0.2470 0.9500 0.9600 0.9400 0.9483 0.9633 0.9333
0.2475 0.9500 0.9600 0.9400 0.9500 0.9633 0.9367
0.2480 0.9500 0.9600 0.9400 0.9500 0.9633 0.9367
0.2485 0.9500 0.9600 0.9400 0.9500 0.9633 0.9367
0.2490 0.9500 0.9600 0.9400 0.9500 0.9633 0.9367
0.2495 0.9500 0.9600 0.9400 0.9500 0.9633 0.9367
0.2500 0.9500 0.9600 0.9400 0.9500 0.9633 0.9367
0.2505 0.9500 0.9600 0.9400 0.9500 0.9633 0.9367
0.2510 0.9500 0.9600 0.9400 0.9500 0.9633 0.9367
0.2515 0.9500 0.9600 0.9400 0.9500 0.9633 0.9367
0.2520 0.9500 0.9600 0.9400 0.9500 0.9633 0.9367
0.2525 0.9500 0.9600 0.9400 0.9500 0.9633 0.9367
0.2530 0.9500 0.9600 0.9400 0.9500 0.9633 0.9367
0.2535 0.9500 0.9600 0.9400 0.9517 0.9667 0.9367
0.2540 0.9500 0.9600 0.9400 0.9517 0.9667 0.9367
0.2545 0.9500 0.9600 0.9400 0.9517 0.9667 0.9367
0.2550 0.9500 0.9600 0.9400 0.9517 0.9667 0.9367
0.2555 0.9517 0.9600 0.9433 0.9517 0.9667 0.9367
0.2560 0.9517 0.9600 0.9433 0.9550 0.9700 0.9400
0.2565 0.9517 0.9600 0.9433 0.9550 0.9700 0.9400
0.2570 0.9517 0.9600 0.9433 0.9550 0.9700 0.9400
0.2575 0.9517 0.9600 0.9433 0.9567 0.9700 0.9433
0.2580 0.9517 0.9600 0.9433 0.9567 0.9700 0.9433
0.2585 0.9517 0.9600 0.9433 0.9567 0.9700 0.9433
0.2590 0.9517 0.9600 0.9433 0.9567 0.9700 0.9433
0.2595 0.9517 0.9600 0.9433 0.9567 0.9700 0.9433
0.2600 0.9517 0.9600 0.9433 0.9567 0.9700 0.9433
0.2605 0.9533 0.9633 0.9433 0.9583 0.9700 0.9467
0.2610 0.9550 0.9633 0.9467 0.9583 0.9700 0.9467
0.2615 0.9550 0.9633 0.9467 0.9583 0.9700 0.9467
0.2620 0.9550 0.9633 0.9467 0.9583 0.9700 0.9467
0.2625 0.9567 0.9667 0.9467 0.9583 0.9700 0.9467
0.2630 0.9567 0.9667 0.9467 0.9583 0.9700 0.9467
0.2635 0.9567 0.9667 0.9467 0.9583 0.9700 0.9467
0.2640 0.9567 0.9667 0.9467 0.9583 0.9700 0.9467
0.2645 0.9567 0.9667 0.9467 0.9600 0.9700 0.9500
0.2650 0.9567 0.9667 0.9467 0.9600 0.9700 0.9500
0.2655 0.9567 0.9667 0.9467 0.9600 0.9700 0.9500
0.2660 0.9567 0.9667 0.9467 0.9600 0.9700 0.9500
0.2665 0.9567 0.9667 0.9467 0.9600 0.9700 0.9500
0.2670 0.9567 0.9667 0.9467 0.9600 0.9700 0.9500
0.2675 0.9567 0.9667 0.9467 0.9600 0.9700 0.9500
0.2680 0.9567 0.9667 0.9467 0.9600 0.9700 0.9500
0.2685 0.9567 0.9667 0.9467 0.9600 0.9700 0.9500
0.2690 0.9567 0.9667 0.9467 0.9600 0.9700 0.9500
0.2695 0.9567 0.9667 0.9467 0.9600 0.9700 0.9500
0.2700 0.9567 0.9667 0.9467 0.9600 0.9700 0.9500
0.2705 0.9583 0.9667 0.9500 0.9600 0.9700 0.9500
0.2710 0.9583 0.9667 0.9500 0.9600 0.9700 0.9500
0.2715 0.9583 0.9667 0.9500 0.9600 0.9700 0.9500
0.2720 0.9583 0.9667 0.9500 0.9600 0.9700 0.9500
0.2725 0.9583 0.9667 0.9500 0.9600 0.9700 0.9500
0.2730 0.9600 0.9667 0.9533 0.9600 0.9700 0.9500
0.2735 0.9600 0.9667 0.9533 0.9600 0.9700 0.9500
0.2740 0.9600 0.9667 0.9533 0.9600 0.9700 0.9500
0.2745 0.9600 0.9667 0.9533 0.9600 0.9700 0.9500
0.2750 0.9600 0.9667 0.9533 0.9600 0.9700 0.9500
0.2755 0.9600 0.9667 0.9533 0.9617 0.9700 0.9533
0.2760 0.9600 0.9667 0.9533 0.9617 0.9700 0.9533
0.2765 0.9600 0.9667 0.9533 0.9617 0.9700 0.9533
0.2770 0.9600 0.9667 0.9533 0.9617 0.9700 0.9533
0.2775 0.9600 0.9667 0.9533 0.9617 0.9700 0.9533
0.2780 0.9600 0.9667 0.9533 0.9617 0.9700 0.9533
0.2785 0.9600 0.9667 0.9533 0.9617 0.9700 0.9533
0.2790 0.9617 0.9667 0.9567 0.9617 0.9700 0.9533
0.2795 0.9617 0.9667 0.9567 0.9617 0.9700 0.9533
0.2800 0.9617 0.9667 0.9567 0.9617 0.9700 0.9533
0.2805 0.9617 0.9667 0.9567 0.9617 0.9700 0.9533
0.2810 0.9617 0.9667 0.9567 0.9617 0.9700 0.9533
0.2815 0.9633 0.9667 0.9600 0.9633 0.9700 0.9567
0.2820 0.9633 0.9667 0.9600 0.9633 0.9700 0.9567
0.2825 0.9633 0.9667 0.9600 0.9633 0.9700 0.9567
0.2830 0.9633 0.9667 0.9600 0.9633 0.9700 0.9567
0.2835 0.9633 0.9667 0.9600 0.9633 0.9700 0.9567
0.2840 0.9633 0.9667 0.9600 0.9633 0.9700 0.9567
0.2845 0.9633 0.9667 0.9600 0.9650 0.9700 0.9600
0.2850 0.9633 0.9667 0.9600 0.9650 0.9700 0.9600
0.2855 0.9633 0.9667 0.9600 0.9650 0.9700 0.9600
0.2860 0.9633 0.9667 0.9600 0.9650 0.9700 0.9600
0.2865 0.9633 0.9667 0.9600 0.9650 0.9700 0.9600
0.2870 0.9633 0.9667 0.9600 0.9650 0.9700 0.9600
0.2875 0.9633 0.9667 0.9600 0.9650 0.9700 0.9600
0.2880 0.9633 0.9667 0.9600 0.9650 0.9700 0.9600
0.2885 0.9633 0.9667 0.9600 0.9650 0.9700 0.9600
0.2890 0.9633 0.9667 0.9600 0.9650 0.9700 0.9600
0.2895 0.9633 0.9667 0.9600 0.9650 0.9700 0.9600
0.2900 0.9633 0.9667 0.9600 0.9650 0.9700 0.9600
0.2905 0.9633 0.9667 0.9600 0.9650 0.9700 0.9600
0.2910 0.9633 0.9667 0.9600 0.9650 0.9700 0.9600
0.2915 0.9633 0.9667 0.9600 0.9650 0.9700 0.9600
0.2920 0.9633 0.9667 0.9600 0.9650 0.9700 0.9600
0.2925 0.9633 0.9667 0.9600 0.9650 0.9700 0.9600
0.2930 0.9633 0.9667 0.9600 0.9650 0.9700 0.9600
0.2935 0.9633 0.9667 0.9600 0.9650 0.9700 0.9600
0.2940 0.9633 0.9667 0.9600 0.9650 0.9700 0.9600
0.2945 0.9633 0.9667 0.9600 0.9650 0.9700 0.9600
0.2950 0.9633 0.9667 0.9600 0.9650 0.9700 0.9600
0.2955 0.9633 0.9667 0.9600 0.9650 0.9700 0.9600
0.2960 0.9633 0.9667 0.9600 0.9667 0.9733 0.9600
0.2965 0.9633 0.9667 0.9600 0.9667 0.9733 0.9600
0.2970 0.9633 0.9667 0.9600 0.9667 0.9733 0.9600
0.2975 0.9633 0.9667 0.9600 0.9667 0.9733 0.9600
0.2980 0.9633 0.9667 0.9600 0.9667 0.9733 0.9600
0.2985 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.2990 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.2995 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.3000 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.3005 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.3010 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.3015 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.3020 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.3025 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.3030 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.3035 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.3040 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.3045 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.3050 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.3055 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.3060 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.3065 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.3070 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.3075 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.3080 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.3085 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.3090 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.3095 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.3100 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.3105 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.3110 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.3115 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.3120 0.9650 0.9700 0.9600 0.9667 0.9733 0.9600
0.3125 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3130 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3135 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3140 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3145 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3150 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3155 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3160 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3165 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3170 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3175 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3180 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3185 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3190 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3195 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3200 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3205 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3210 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3215 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3220 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3225 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3230 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3235 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3240 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3245 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3250 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3255 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3260 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3265 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3270 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3275 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3280 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3285 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3290 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3295 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3300 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3305 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3310 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3315 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3320 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3325 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3330 0.9667 0.9700 0.9633 0.9667 0.9733 0.9600
0.3335 0.9683 0.9733 0.9633 0.9667 0.9733 0.9600
0.3340 0.9683 0.9733 0.9633 0.9667 0.9733 0.9600
0.3345 0.9683 0.9733 0.9633 0.9667 0.9733 0.9600
0.3350 0.9683 0.9733 0.9633 0.9667 0.9733 0.9600
0.3355 0.9683 0.9733 0.9633 0.9667 0.9733 0.9600
0.3360 0.9683 0.9733 0.9633 0.9667 0.9733 0.9600
0.3365 0.9683 0.9733 0.9633 0.9667 0.9733 0.9600
0.3370 0.9700 0.9733 0.9667 0.9667 0.9733 0.9600
0.3375 0.9700 0.9733 0.9667 0.9667 0.9733 0.9600
0.3380 0.9700 0.9733 0.9667 0.9667 0.9733 0.9600
0.3385 0.9700 0.9733 0.9667 0.9667 0.9733 0.9600
0.3390 0.9700 0.9733 0.9667 0.9667 0.9733 0.9600
0.3395 0.9700 0.9733 0.9667 0.9667 0.9733 0.9600
0.3400 0.9700 0.9733 0.9667 0.9667 0.9733 0.9600
0.3405 0.9717 0.9767 0.9667 0.9667 0.9733 0.9600
0.3410 0.9717 0.9767 0.9667 0.9667 0.9733 0.9600
0.3415 0.9717 0.9767 0.9667 0.9683 0.9733 0.9633
0.3420 0.9717 0.9767 0.9667 0.9683 0.9733 0.9633
0.3425 0.9717 0.9767 0.9667 0.9683 0.9733 0.9633
0.3430 0.9717 0.9767 0.9667 0.9683 0.9733 0.9633
0.3435 0.9717 0.9767 0.9667 0.9683 0.9733 0.9633
0.3440 0.9717 0.9767 0.9667 0.9683 0.9733 0.9633
0.3445 0.9717 0.9767 0.9667 0.9683 0.9733 0.9633
0.3450 0.9717 0.9767 0.9667 0.9683 0.9733 0.9633
0.3455 0.9717 0.9767 0.9667 0.9683 0.9733 0.9633
0.3460 0.9717 0.9767 0.9667 0.9683 0.9733 0.9633
0.3465 0.9717 0.9767 0.9667 0.9683 0.9733 0.9633
0.3470 0.9717 0.9767 0.9667 0.9683 0.9733 0.9633
0.3475 0.9717 0.9767 0.9667 0.9683 0.9733 0.9633
0.3480 0.9717 0.9767 0.9667 0.9683 0.9733 0.9633
0.3485 0.9717 0.9767 0.9667 0.9683 0.9733 0.9633
0.3490 0.9717 0.9767 0.9667 0.9683 0.9733 0.9633
0.3495 0.9717 0.9767 0.9667 0.9683 0.9733 0.9633
0.3500 0.9717 0.9767 0.9667 0.9683 0.9733 0.9633
